,Title,genres,director_name,actor_name1,actor_name2,actor_name3,genres_director_actor
426,nutty professor 2 the klumps,Comedy Romance Sci-Fi,Peter Segal,Larry Miller,Janet Jackson,Chris Elliott,Larry Miller Janet Jackson Chris Elliott Peter Segal Comedy Romance Sci-Fi
427,scooby doo,Adventure Comedy Mystery,Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,Sarah Michelle Gellar Linda Cardellini Miguel A. Núñez Jr. Raja Gosnell Adventure Comedy Mystery
428,dredd,Action Sci-Fi,Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,Wood Harris Jason Cope Rakie Ayola Pete Travis Action Sci-Fi
429,click,Comedy Drama Fantasy Romance,Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner,Adam Sandler Cameron Monaghan Julie Kavner Frank Coraci Comedy Drama Fantasy Romance
430,creepshow,Comedy Fantasy Horror,George A. Romero,Ted Danson,Hal Holbrook,Adrienne Barbeau,Ted Danson Hal Holbrook Adrienne Barbeau George A. Romero Comedy Fantasy Horror
431,cats & dogs the revenge of kitty galore,Action Comedy Family Fantasy,Brad Peyton,Jack McBrayer,Sean Hayes,Katt Williams,Jack McBrayer Sean Hayes Katt Williams Brad Peyton Action Comedy Family Fantasy
432,jumper,Action Adventure Sci-Fi Thriller,Doug Liman,Kristen Stewart,Hayden Christensen,Tom Hulce,Kristen Stewart Hayden Christensen Tom Hulce Doug Liman Action Adventure Sci-Fi Thriller
433,hellboy 2 the golden army,Action Adventure Fantasy Horror Sci-Fi,Guillermo del Toro,Seth MacFarlane,Iván Kamarás,Brian Steele,Seth MacFarlane Iván Kamarás Brian Steele Guillermo del Toro Action Adventure Fantasy Horror Sci-Fi
434,zodiac,Crime Drama History Mystery Thriller,David Fincher,Robert Downey Jr.,Jake Gyllenhaal,Anthony Edwards,Robert Downey Jr. Jake Gyllenhaal Anthony Edwards David Fincher Crime Drama History Mystery Thriller
435,the 6th day,Action Mystery Sci-Fi Thriller,Roger Spottiswoode,Robert Duvall,Michael Rapaport,Tony Goldwyn,Robert Duvall Michael Rapaport Tony Goldwyn Roger Spottiswoode Action Mystery Sci-Fi Thriller
436,bruce almighty,Comedy Drama,Tom Shadyac,Morgan Freeman,Steve Carell,Lisa Ann Walter,Morgan Freeman Steve Carell Lisa Ann Walter Tom Shadyac Comedy Drama
437,the expendables,Action Adventure Thriller,Sylvester Stallone,Jason Statham,Sylvester Stallone,Jet Li,Jason Statham Sylvester Stallone Jet Li Sylvester Stallone Action Adventure Thriller
438,mission impossible,Action Adventure Thriller,Brian De Palma,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,Tom Cruise Kristin Scott Thomas Vanessa Redgrave Brian De Palma Action Adventure Thriller
439,the hunger games,Adventure Drama Sci-Fi Thriller,Gary Ross,Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,Jennifer Lawrence Josh Hutcherson Anthony Reynolds Gary Ross Adventure Drama Sci-Fi Thriller
440,the hangover 2,Comedy,Todd Phillips,Bradley Cooper,Mason Lee,Mike Tyson,Bradley Cooper Mason Lee Mike Tyson Todd Phillips Comedy
441,batman returns,Action,Tim Burton,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,Michael Gough Vincent Schiavelli Andrew Bryniarski Tim Burton Action
442,over the hedge,Adventure Animation Comedy Family,Tim Johnson,Bruce Willis,Steve Carell,Catherine O'Hara,Bruce Willis Steve Carell Catherine O'Hara Tim Johnson Adventure Animation Comedy Family
443,lilo & stitch,Adventure Animation Comedy Drama Family Fantasy Sci-Fi,Dean DeBlois,Tia Carrere,Jason Scott Lee,David Ogden Stiers,Tia Carrere Jason Scott Lee David Ogden Stiers Dean DeBlois Adventure Animation Comedy Drama Family Fantasy Sci-Fi
444,charlotte's web,Comedy Family Fantasy,Gary Winick,Steve Buscemi,Julia Roberts,Oprah Winfrey,Steve Buscemi Julia Roberts Oprah Winfrey Gary Winick Comedy Family Fantasy
445,deep impact,Action Drama Romance Sci-Fi Thriller,Mimi Leder,Morgan Freeman,Jon Favreau,Robert Duvall,Morgan Freeman Jon Favreau Robert Duvall Mimi Leder Action Drama Romance Sci-Fi Thriller
446,red 2,Action Comedy Crime Thriller,Dean Parisot,Bruce Willis,Anthony Hopkins,Garrick Hagon,Bruce Willis Anthony Hopkins Garrick Hagon Dean Parisot Action Comedy Crime Thriller
447,the longest yard,Comedy Crime Sport,Peter Segal,Adam Sandler,Steve Reevis,Dalip Singh,Adam Sandler Steve Reevis Dalip Singh Peter Segal Comedy Crime Sport
448,alvin and the chipmunks chipwrecked,Adventure Animation Comedy Family Fantasy Music,Mike Mitchell,Amy Poehler,Jesse McCartney,Lauren Gottlieb,Amy Poehler Jesse McCartney Lauren Gottlieb Mike Mitchell Adventure Animation Comedy Family Fantasy Music
449,grown ups 2,Comedy,Dennis Dugan,Steve Buscemi,Adam Sandler,Jon Lovitz,Steve Buscemi Adam Sandler Jon Lovitz Dennis Dugan Comedy
450,get smart,Action Adventure Comedy,Peter Segal,Bill Murray,Dwayne Johnson,Anne Hathaway,Bill Murray Dwayne Johnson Anne Hathaway Peter Segal Action Adventure Comedy
451,something's gotta give,Comedy Drama Romance,Nancy Meyers,Keanu Reeves,Jon Favreau,Paul Michael Glaser,Keanu Reeves Jon Favreau Paul Michael Glaser Nancy Meyers Comedy Drama Romance
452,shutter island,Mystery Thriller,Martin Scorsese,Leonardo DiCaprio,Joseph Sikora,Nellie Sciutto,Leonardo DiCaprio Joseph Sikora Nellie Sciutto Martin Scorsese Mystery Thriller
453,four christmases,Comedy Drama Romance,Seth Gordon,Jon Favreau,Robert Duvall,Katy Mixon,Jon Favreau Robert Duvall Katy Mixon Seth Gordon Comedy Drama Romance
454,robots,Adventure Animation Comedy Family Sci-Fi,Chris Wedge,Jim Broadbent,Drew Carey,Paula Abdul,Jim Broadbent Drew Carey Paula Abdul Chris Wedge Adventure Animation Comedy Family Sci-Fi
455,face/off,Action Crime Sci-Fi Thriller,John Woo,Nicolas Cage,CCH Pounder,Joan Allen,Nicolas Cage CCH Pounder Joan Allen John Woo Action Crime Sci-Fi Thriller
456,bedtime stories,Comedy Family Fantasy Romance,Adam Shankman,Adam Sandler,Carmen Electra,Kathryn Joosten,Adam Sandler Carmen Electra Kathryn Joosten Adam Shankman Comedy Family Fantasy Romance
457,road to perdition,Crime Drama Thriller,Sam Mendes,Tom Hanks,Jennifer Jason Leigh,Liam Aiken,Tom Hanks Jennifer Jason Leigh Liam Aiken Sam Mendes Crime Drama Thriller
458,just go with it,Comedy Romance,Dennis Dugan,Adam Sandler,Bailee Madison,Kevin Nealon,Adam Sandler Bailee Madison Kevin Nealon Dennis Dugan Comedy Romance
460,con air,Action Crime Thriller,Simon West,Steve Buscemi,Monica Potter,Dave Chappelle,Steve Buscemi Monica Potter Dave Chappelle Simon West Action Crime Thriller
461,eagle eye,Action Mystery Thriller,D.J. Caruso,Rosario Dawson,Ethan Embry,Cameron Boyce,Rosario Dawson Ethan Embry Cameron Boyce D.J. Caruso Action Mystery Thriller
462,cold mountain,Adventure Drama History Romance War,Anthony Minghella,Philip Seymour Hoffman,Natalie Portman,Charlie Hunnam,Philip Seymour Hoffman Natalie Portman Charlie Hunnam Anthony Minghella Adventure Drama History Romance War
463,the book of eli,Action Adventure Drama Thriller,Albert Hughes,Denzel Washington,Mila Kunis,Gary Oldman,Denzel Washington Mila Kunis Gary Oldman Albert Hughes Action Adventure Drama Thriller
464,flubber,Comedy Family Sci-Fi,Les Mayfield,Robin Williams,Jodi Benson,Sam Lloyd,Robin Williams Jodi Benson Sam Lloyd Les Mayfield Comedy Family Sci-Fi
465,the haunting,Fantasy Horror Mystery Thriller,Jan de Bont,Liam Neeson,Lili Taylor,Virginia Madsen,Liam Neeson Lili Taylor Virginia Madsen Jan de Bont Fantasy Horror Mystery Thriller
466,space jam,Adventure Animation Comedy Family Fantasy Sci-Fi Sport,Joe Pytka,Bill Murray,Wayne Knight,Michael Jordan,Bill Murray Wayne Knight Michael Jordan Joe Pytka Adventure Animation Comedy Family Fantasy Sci-Fi Sport
467,the pink panther,Adventure Comedy Crime Family Mystery,Shawn Levy,Roger Rees,Henry Czerny,William Abadie,Roger Rees Henry Czerny William Abadie Shawn Levy Adventure Comedy Crime Family Mystery
468,the day the earth stood still,Drama Sci-Fi Thriller,Scott Derrickson,Keanu Reeves,Jon Hamm,Juan Riedinger,Keanu Reeves Jon Hamm Juan Riedinger Scott Derrickson Drama Sci-Fi Thriller
469,conspiracy theory,Action Crime Mystery Romance Thriller,Richard Donner,Julia Roberts,Alex McArthur,Michael Potts,Julia Roberts Alex McArthur Michael Potts Richard Donner Action Crime Mystery Romance Thriller
470,fury,Action Drama War,David Ayer,Brad Pitt,Logan Lerman,Jim Parrack,Brad Pitt Logan Lerman Jim Parrack David Ayer Action Drama War
471,six days seven nights,Action Adventure Comedy Romance,Ivan Reitman,Harrison Ford,Anne Heche,Amy Sedaris,Harrison Ford Anne Heche Amy Sedaris Ivan Reitman Action Adventure Comedy Romance
472,yogi bear,Adventure Animation Comedy Family,Eric Brevig,Justin Timberlake,Tom Cavanagh,Josh Robert Thompson,Justin Timberlake Tom Cavanagh Josh Robert Thompson Eric Brevig Adventure Animation Comedy Family
473,spirit stallion of the cimarron,Adventure Animation Family Western,Kelly Asbury,Matt Damon,Charles Napier,Zahn McClarnon,Matt Damon Charles Napier Zahn McClarnon Kelly Asbury Adventure Animation Family Western
474,zookeeper,Comedy Family Romance,Frank Coraci,Rosario Dawson,Leslie Bibb,Nicholas Turturro,Rosario Dawson Leslie Bibb Nicholas Turturro Frank Coraci Comedy Family Romance
475,lost in space,Action Adventure Family Sci-Fi Thriller,Stephen Hopkins,Gary Oldman,William Hurt,June Lockhart,Gary Oldman William Hurt June Lockhart Stephen Hopkins Action Adventure Family Sci-Fi Thriller
476,the manchurian candidate,Drama Mystery Sci-Fi Thriller,Jonathan Demme,Denzel Washington,Dorian Missick,Jose Pablo Cantillo,Denzel Washington Dorian Missick Jose Pablo Cantillo Jonathan Demme Drama Mystery Sci-Fi Thriller
477,déjà vu,Drama Romance,Henry Jaglom,Vanessa Redgrave,Stephen Dillane,Michael Brandon,Vanessa Redgrave Stephen Dillane Michael Brandon Henry Jaglom Drama Romance
478,hotel transylvania 2,Animation Comedy Family Fantasy,Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Fran Drescher,Steve Buscemi Adam Sandler Fran Drescher Genndy Tartakovsky Animation Comedy Family Fantasy
480,fantasia 2000,Animation Family Fantasy Music,James Algar,Quincy Jones,Penn Jillette,Russi Taylor,Quincy Jones Penn Jillette Russi Taylor James Algar Animation Family Fantasy Music
481,the time machine,Action Adventure Sci-Fi,Simon Wells,Mark Addy,Alan Young,Josh Stamberg,Mark Addy Alan Young Josh Stamberg Simon Wells Action Adventure Sci-Fi
482,mighty joe young,Action Adventure Family Fantasy Thriller,Ron Underwood,Charlize Theron,Mika Boorem,David Paymer,Charlize Theron Mika Boorem David Paymer Ron Underwood Action Adventure Family Fantasy Thriller
483,swordfish,Action Crime Thriller,Dominic Sena,Hugh Jackman,Don Cheadle,Sam Shepard,Hugh Jackman Don Cheadle Sam Shepard Dominic Sena Action Crime Thriller
484,the legend of zorro,Action Adventure Western,Martin Campbell,Michael Emerson,Nick Chinlund,Adrian Alonso,Michael Emerson Nick Chinlund Adrian Alonso Martin Campbell Action Adventure Western
485,what dreams may come,Drama Fantasy Romance,Vincent Ward,Robin Williams,Annabella Sciorra,Rosalind Chao,Robin Williams Annabella Sciorra Rosalind Chao Vincent Ward Drama Fantasy Romance
486,little nicky,Comedy Fantasy,Steven Brill,Adam Sandler,Jon Lovitz,Michael McKean,Adam Sandler Jon Lovitz Michael McKean Steven Brill Comedy Fantasy
487,the brothers grimm,Action Adventure Comedy Fantasy Thriller,Terry Gilliam,Matt Damon,Heath Ledger,Mackenzie Crook,Matt Damon Heath Ledger Mackenzie Crook Terry Gilliam Action Adventure Comedy Fantasy Thriller
488,mars attacks!,Action Comedy Sci-Fi,Tim Burton,Natalie Portman,Martin Short,Lukas Haas,Natalie Portman Martin Short Lukas Haas Tim Burton Action Comedy Sci-Fi
489,evolution,Drama Horror Mystery Sci-Fi,Lucile Hadzihalilovic,Nissim Renard,Roxane Duran,Julie-Marie Parmentier,Nissim Renard Roxane Duran Julie-Marie Parmentier Lucile Hadzihalilovic Drama Horror Mystery Sci-Fi
490,the edge,Action Adventure Drama Thriller,Lee Tamahori,Anthony Hopkins,Harold Perrineau,Bart the Bear,Anthony Hopkins Harold Perrineau Bart the Bear Lee Tamahori Action Adventure Drama Thriller
491,surrogates,Action Sci-Fi Thriller,Jonathan Mostow,Bruce Willis,Devin Ratray,Boris Kodjoe,Bruce Willis Devin Ratray Boris Kodjoe Jonathan Mostow Action Sci-Fi Thriller
492,thirteen days,Drama History Thriller,Roger Donaldson,Bruce Greenwood,Jon Foster,Bruce Thomas,Bruce Greenwood Jon Foster Bruce Thomas Roger Donaldson Drama History Thriller
493,daylight,Action Adventure Drama Thriller,Rob Cohen,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,Sylvester Stallone Viggo Mortensen Amy Brenneman Rob Cohen Action Adventure Drama Thriller
494,walking with dinosaurs 3d,Adventure Animation Family,Barry Cook,Charlie Rowe,Tiya Sircar,Madison Rothschild,Charlie Rowe Tiya Sircar Madison Rothschild Barry Cook Adventure Animation Family
495,battlefield earth,Action Adventure Sci-Fi,Roger Christian,Richard Tyson,Michael Byrne,John Topor,Richard Tyson Michael Byrne John Topor Roger Christian Action Adventure Sci-Fi
496,looney tunes back in action,Adventure Animation Comedy Family Fantasy Sci-Fi,Joe Dante,Brendan Fraser,Jenna Elfman,Heather Locklear,Brendan Fraser Jenna Elfman Heather Locklear Joe Dante Adventure Animation Comedy Family Fantasy Sci-Fi
497,nine,Drama Musical Romance,Rob Marshall,Fergie,Elio Germano,Andrea Di Stefano,Fergie Elio Germano Andrea Di Stefano Rob Marshall Drama Musical Romance
498,timeline,Action Adventure Sci-Fi,Richard Donner,Paul Walker,Gerard Butler,Ethan Embry,Paul Walker Gerard Butler Ethan Embry Richard Donner Action Adventure Sci-Fi
499,the postman,Action Adventure Drama Sci-Fi,Kevin Costner,Olivia Williams,Brian Anthony Wilson,Larenz Tate,Olivia Williams Brian Anthony Wilson Larenz Tate Kevin Costner Action Adventure Drama Sci-Fi
500,babe pig in the city,Adventure Comedy Drama Family Fantasy,George Miller,Adam Goldberg,Elizabeth Daily,Glenne Headly,Adam Goldberg Elizabeth Daily Glenne Headly George Miller Adventure Comedy Drama Family Fantasy
501,the last witch hunter,Action Adventure Fantasy,Breck Eisner,Vin Diesel,Joseph Gilgun,Lotte Verbeek,Vin Diesel Joseph Gilgun Lotte Verbeek Breck Eisner Action Adventure Fantasy
502,red planet,Action Sci-Fi Thriller,Antony Hoffman,Bob Neill,Val Kilmer,Tom Sizemore,Bob Neill Val Kilmer Tom Sizemore Antony Hoffman Action Sci-Fi Thriller
503,arthur and the invisibles,Adventure Animation Family Fantasy,Luc Besson,Mia Farrow,Adam LeFevre,Penny Balfour,Mia Farrow Adam LeFevre Penny Balfour Luc Besson Adventure Animation Family Fantasy
504,oceans,Documentary Drama,Jacques Perrin,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa,Pedro Armendáriz Jr. Jacques Perrin Rie Miyazawa Jacques Perrin Documentary Drama
505,a sound of thunder,Action Adventure Horror Sci-Fi Thriller,Peter Hyams,David Oyelowo,Catherine McCormack,Jemima Rooper,David Oyelowo Catherine McCormack Jemima Rooper Peter Hyams Action Adventure Horror Sci-Fi Thriller
506,pompeii,Action Adventure Drama History Romance,Paul W.S. Anderson,Sasha Roiz,Currie Graham,Dylan Schombing,Sasha Roiz Currie Graham Dylan Schombing Paul W.S. Anderson Action Adventure Drama History Romance
507,top cat begins,Animation Family,Andrés Couturier,Sariann Monaco,David Hoffman,Ben Diskin,Sariann Monaco David Hoffman Ben Diskin Andrés Couturier Animation Family
508,a beautiful mind,Biography Drama,Ron Howard,Adam Goldberg,Austin Pendleton,Judd Hirsch,Adam Goldberg Austin Pendleton Judd Hirsch Ron Howard Biography Drama
509,the lion king,Adventure Animation Drama Family Musical,Roger Allers,Matthew Broderick,Nathan Lane,Niketa Calame,Matthew Broderick Nathan Lane Niketa Calame Roger Allers Adventure Animation Drama Family Musical
510,journey 2 the mysterious island,Action Adventure Comedy Family Fantasy Sci-Fi,Brad Peyton,Josh Hutcherson,Dwayne Johnson,Kristin Davis,Josh Hutcherson Dwayne Johnson Kristin Davis Brad Peyton Action Adventure Comedy Family Fantasy Sci-Fi
511,cloudy with a chance of meatballs 2,Animation Comedy Family Fantasy Sci-Fi,Cody Cameron,Will Forte,Khamani Griffin,Melissa Sturm,Will Forte Khamani Griffin Melissa Sturm Cody Cameron Animation Comedy Family Fantasy Sci-Fi
512,red dragon,Crime Drama Thriller,Brett Ratner,Philip Seymour Hoffman,Anthony Hopkins,Emily Watson,Philip Seymour Hoffman Anthony Hopkins Emily Watson Brett Ratner Crime Drama Thriller
513,hidalgo,Action Adventure Western,Joe Johnston,J.K. Simmons,Viggo Mortensen,Peter Mensah,J.K. Simmons Viggo Mortensen Peter Mensah Joe Johnston Action Adventure Western
514,jack and jill,Comedy,Dennis Dugan,Al Pacino,Adam Sandler,Tim Meadows,Al Pacino Adam Sandler Tim Meadows Dennis Dugan Comedy
515,2 fast 2 furious,Action Crime Thriller,John Singleton,Paul Walker,Cole Hauser,Mo Gallini,Paul Walker Cole Hauser Mo Gallini John Singleton Action Crime Thriller
516,the little prince,Adventure Animation Drama Family Fantasy,Mark Osborne,Jeff Bridges,James Franco,Mackenzie Foy,Jeff Bridges James Franco Mackenzie Foy Mark Osborne Adventure Animation Drama Family Fantasy
517,the invasion,Sci-Fi Thriller,Oliver Hirschbiegel,Roger Rees,Veronica Cartwright,Jeremy Northam,Roger Rees Veronica Cartwright Jeremy Northam Oliver Hirschbiegel Sci-Fi Thriller
518,the adventures of rocky & bullwinkle,Adventure Animation Comedy Family Fantasy,Des McAnuff,Robert De Niro,Janeane Garofalo,Jonathan Winters,Robert De Niro Janeane Garofalo Jonathan Winters Des McAnuff Adventure Animation Comedy Family Fantasy
519,the secret life of pets,Animation Comedy Family,Yarrow Cheney,Steve Coogan,Eric Stonestreet,Albert Brooks,Steve Coogan Eric Stonestreet Albert Brooks Yarrow Cheney Animation Comedy Family
520,the league of extraordinary gentlemen,Action Adventure Fantasy Sci-Fi,Stephen Norrington,Jason Flemyng,Max Ryan,Tony Curran,Jason Flemyng Max Ryan Tony Curran Stephen Norrington Action Adventure Fantasy Sci-Fi
521,despicable me 2,Animation Comedy Family Sci-Fi,Pierre Coffin,Steve Carell,Miranda Cosgrove,Steve Coogan,Steve Carell Miranda Cosgrove Steve Coogan Pierre Coffin Animation Comedy Family Sci-Fi
522,independence day,Action Adventure Sci-Fi,Roland Emmerich,Will Smith,Adam Baldwin,Mary McDonnell,Will Smith Adam Baldwin Mary McDonnell Roland Emmerich Action Adventure Sci-Fi
523,the lost world jurassic park,Action Adventure Sci-Fi,Steven Spielberg,Ariana Richards,Richard Schiff,Vanessa Lee Chester,Ariana Richards Richard Schiff Vanessa Lee Chester Steven Spielberg Action Adventure Sci-Fi
524,madagascar,Adventure Animation Comedy Family,Eric Darnell,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,Jada Pinkett Smith Cedric the Entertainer Andy Richter Eric Darnell Adventure Animation Comedy Family
525,children of men,Drama Sci-Fi Thriller,Alfonso Cuarón,Charlie Hunnam,Danny Huston,Rita Davies,Charlie Hunnam Danny Huston Rita Davies Alfonso Cuarón Drama Sci-Fi Thriller
